family,alpha,min_lookback,disabled,line,operator,value,meaning
microstructure,worldquant.alpha054,1,False,,,,
microstructure,worldquant.alpha055,17,False,190,ts_min,12,窗口内最小值（常见于“距自身滚动低点距离”类特征的分母）
microstructure,worldquant.alpha055,17,False,191,ts_max,12,窗口内最大值
microstructure,worldquant.alpha055,17,False,193,ts_corr,6,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
microstructure,worldquant.alpha057,31,False,208,ts_argmax,30,窗口内最大值出现的位置索引（0~window-1），本身是无量纲整数
microstructure,worldquant.alpha057,31,False,208,decay_linear,2,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha060,10,False,230,ts_argmax,10,窗口内最大值出现的位置索引（0~window-1），本身是无量纲整数
microstructure,worldquant.alpha065,73,False,247,adv,60,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
microstructure,worldquant.alpha065,73,False,249,ts_sum,8,"窗口内求和（常见于均线分子 sum(x,N)/N，或窗口累计量）"
microstructure,worldquant.alpha065,73,False,249,ts_corr,6,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
microstructure,worldquant.alpha065,73,False,250,rank_price_distance_from_low,13,距自身滚动最低点的百分比距离
microstructure,worldquant.alpha066,26,False,273,pct_change,3,跟 N 根之前的百分比涨跌幅（中性化改造引入的安全替代，见 _common.rank_price docstring）
microstructure,worldquant.alpha066,26,False,273,decay_linear,7,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha066,26,False,276,decay_linear,11,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha066,26,False,276,ts_rank,6,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
microstructure,worldquant.alpha068,34,False,292,adv,15,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
microstructure,worldquant.alpha068,34,False,293,rank_price,1,截面排名前先做 pct_change 归一化的安全替代，见 _common.rank_price
microstructure,worldquant.alpha068,34,False,293,ts_corr,8,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
microstructure,worldquant.alpha068,34,False,293,ts_rank,13,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
microstructure,worldquant.alpha068,34,False,295,rank_price,1,截面排名前先做 pct_change 归一化的安全替代，见 _common.rank_price
microstructure,worldquant.alpha073,19,False,313,pct_change,4,跟 N 根之前的百分比涨跌幅（中性化改造引入的安全替代，见 _common.rank_price docstring）
microstructure,worldquant.alpha073,19,False,313,decay_linear,2,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha073,19,False,315,delta,2,跟 N 根之前的差值（原始是绝对差；中性化改造后不少因子已换成 pct_change，见 docs/LOOKBACK_WINDOW_MIGRATION.md 关联的那一轮修复）
microstructure,worldquant.alpha073,19,False,316,decay_linear,3,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha073,19,False,316,ts_rank,16,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
microstructure,worldquant.alpha077,46,False,333,adv,40,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
microstructure,worldquant.alpha077,46,False,337,decay_linear,20,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha077,46,False,338,ts_corr,3,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
microstructure,worldquant.alpha077,46,False,339,decay_linear,5,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha083,7,False,356,ts_sum,5,"窗口内求和（常见于均线分子 sum(x,N)/N，或窗口累计量）"
microstructure,worldquant.alpha083,7,False,357,delay,2,取 N 根之前的值（纯移位，不是滚动窗口统计量，但同样是“回看多少根”）
microstructure,worldquant.alpha092,46,False,379,adv,30,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
microstructure,worldquant.alpha092,46,False,382,decay_linear,14,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha092,46,False,382,ts_rank,18,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
microstructure,worldquant.alpha092,46,False,383,rank_price,1,截面排名前先做 pct_change 归一化的安全替代，见 _common.rank_price
microstructure,worldquant.alpha092,46,False,383,ts_corr,7,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
microstructure,worldquant.alpha092,46,False,384,decay_linear,6,线性衰减加权移动平均，窗口内越新的数据权重越大
microstructure,worldquant.alpha092,46,False,384,ts_rank,6,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha001,25,False,32,pct_change,1,跟 N 根之前的百分比涨跌幅（中性化改造引入的安全替代，见 _common.rank_price docstring）
composite,worldquant.alpha001,25,False,33,stddev,20,窗口内标准差（该字段在窗口内的离散/波动程度）
composite,worldquant.alpha001,25,False,35,ts_argmax,5,窗口内最大值出现的位置索引（0~window-1），本身是无量纲整数
composite,worldquant.alpha026,11,False,49,ts_rank,5,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha026,11,False,49,ts_rank,5,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha026,11,False,49,ts_corr,5,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha026,11,False,50,ts_max,3,窗口内最大值
composite,worldquant.alpha029,12,False,68,pct_change,1,跟 N 根之前的百分比涨跌幅（中性化改造引入的安全替代，见 _common.rank_price docstring）
composite,worldquant.alpha029,12,False,71,pct_change,5,跟 N 根之前的百分比涨跌幅（中性化改造引入的安全替代，见 _common.rank_price docstring）
composite,worldquant.alpha029,12,False,73,ts_min,2,窗口内最小值（常见于“距自身滚动低点距离”类特征的分母）
composite,worldquant.alpha029,12,False,78,delay,6,取 N 根之前的值（纯移位，不是滚动窗口统计量，但同样是“回看多少根”）
composite,worldquant.alpha029,12,False,78,ts_rank,5,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha036,200,False,97,pct_change,1,跟 N 根之前的百分比涨跌幅（中性化改造引入的安全替代，见 _common.rank_price docstring）
composite,worldquant.alpha036,200,False,99,adv,20,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha036,200,False,102,delay,1,取 N 根之前的值（纯移位，不是滚动窗口统计量，但同样是“回看多少根”）
composite,worldquant.alpha036,200,False,102,ts_corr,15,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha036,200,False,106,rank_price_diff,(见 reference 参数，非单一窗口),两个不同价格字段差值的安全替代，用显式 reference 归一化，见 _common.py
composite,worldquant.alpha036,200,False,107,delay,6,取 N 根之前的值（纯移位，不是滚动窗口统计量，但同样是“回看多少根”）
composite,worldquant.alpha036,200,False,107,ts_rank,5,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha036,200,False,108,ts_corr,6,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha036,200,False,112,ts_sum,200,"窗口内求和（常见于均线分子 sum(x,N)/N，或窗口累计量）"
composite,worldquant.alpha071,226,False,132,adv,180,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha071,226,False,133,ts_rank,3,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha071,226,False,133,ts_rank,12,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha071,226,False,133,ts_corr,18,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha071,226,False,134,decay_linear,4,线性衰减加权移动平均，窗口内越新的数据权重越大
composite,worldquant.alpha071,226,False,134,ts_rank,15,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha071,226,False,136,decay_linear,16,线性衰减加权移动平均，窗口内越新的数据权重越大
composite,worldquant.alpha071,226,False,136,ts_rank,4,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha072,57,False,154,adv,40,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha072,57,False,155,ts_corr,8,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha072,57,False,156,decay_linear,10,线性衰减加权移动平均，窗口内越新的数据权重越大
composite,worldquant.alpha072,57,False,157,ts_rank,3,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha072,57,False,157,ts_rank,18,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha072,57,False,157,ts_corr,6,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha072,57,False,158,decay_linear,2,线性衰减加权移动平均，窗口内越新的数据权重越大
composite,worldquant.alpha081,78,False,175,adv,10,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha081,78,False,176,ts_sum,49,"窗口内求和（常见于均线分子 sum(x,N)/N，或窗口累计量）"
composite,worldquant.alpha081,78,False,176,ts_corr,8,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha081,78,False,177,ts_product,14,窗口内累乘
composite,worldquant.alpha081,78,False,179,rank_price,1,截面排名前先做 pct_change 归一化的安全替代，见 _common.rank_price
composite,worldquant.alpha081,78,False,179,ts_corr,5,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha084,34,False,201,ts_max,15,窗口内最大值
composite,worldquant.alpha084,34,False,201,ts_rank,20,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha084,34,False,202,pct_change,4,跟 N 根之前的百分比涨跌幅（中性化改造引入的安全替代，见 _common.rank_price docstring）
composite,worldquant.alpha085,39,False,219,adv,30,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha085,39,False,221,ts_corr,9,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha085,39,False,222,ts_rank,3,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha085,39,False,222,ts_rank,10,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha085,39,False,222,ts_corr,7,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha094,82,False,240,adv,60,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha094,82,False,241,rank_price_distance_from_low,11,距自身滚动最低点的百分比距离
composite,worldquant.alpha094,82,False,242,ts_rank,19,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha094,82,False,242,ts_rank,4,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha094,82,False,242,ts_corr,18,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha094,82,False,243,ts_rank,2,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha096,101,False,261,adv,60,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha096,101,False,262,rank_price,1,截面排名前先做 pct_change 归一化的安全替代，见 _common.rank_price
composite,worldquant.alpha096,101,False,262,ts_corr,3,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha096,101,False,263,decay_linear,4,线性衰减加权移动平均，窗口内越新的数据权重越大
composite,worldquant.alpha096,101,False,263,ts_rank,8,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha096,101,False,264,ts_rank,7,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha096,101,False,264,ts_rank,4,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha096,101,False,264,ts_corr,3,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha096,101,False,265,ts_argmax,12,窗口内最大值出现的位置索引（0~window-1），本身是无量纲整数
composite,worldquant.alpha096,101,False,266,decay_linear,14,线性衰减加权移动平均，窗口内越新的数据权重越大
composite,worldquant.alpha096,101,False,266,ts_rank,13,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha098,53,False,284,adv,5,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha098,53,False,285,adv,15,窗口内平均成交量（Average Volume，论文里叫 adv{d}，d 原本按天）
composite,worldquant.alpha098,53,False,286,ts_sum,26,"窗口内求和（常见于均线分子 sum(x,N)/N，或窗口累计量）"
composite,worldquant.alpha098,53,False,286,ts_corr,4,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha098,53,False,287,decay_linear,7,线性衰减加权移动平均，窗口内越新的数据权重越大
composite,worldquant.alpha098,53,False,288,rank_price,1,截面排名前先做 pct_change 归一化的安全替代，见 _common.rank_price
composite,worldquant.alpha098,53,False,288,ts_corr,20,窗口内两个序列的滚动皮尔逊相关系数（对每条腿的线性缩放不敏感）
composite,worldquant.alpha098,53,False,289,ts_argmin,8,窗口内最小值出现的位置索引（0~window-1），本身是无量纲整数
composite,worldquant.alpha098,53,False,290,ts_rank,6,逐 symbol 自比较的时序百分位排名——只跟自己历史比，不跨 symbol 比较，天然不受绝对价格量级影响，见 _common.rank_price docstring
composite,worldquant.alpha098,53,False,291,decay_linear,8,线性衰减加权移动平均，窗口内越新的数据权重越大
